school minority sex ses math.achieve sector size percent
3610 No Male -0.338 22.688 Catholic 1431 80
3610 Yes Female -0.808 19.128 Catholic 1431 80
3657 No Male 1.062 22.04 Public 1137 31
3657 No Female -1.258 2.832 Public 1137 31
3657 No Male -0.068 21.136 Public 1137 31
3657 No Female -0.288 13.156 Public 1137 31
3657 No Female 0.452 17.508 Public 1137 31
3657 No Female -0.748 5.122 Public 1137 31
3657 No Female -0.478 7.147 Public 1137 31
3657 No Male -0.078 3.448 Public 1137 31
3657 No Female -1.048 17.736 Public 1137 31
3657 No Male 0.252 20.048 Public 1137 31
3657 No Female -0.438 3.967 Public 1137 31
3657 No Female -1.398 0.93 Public 1137 31
3657 No Male -0.168 3.008 Public 1137 31
3657 No Female -0.538 11.809 Public 1137 31
3657 No Female 1.022 12.267 Public 1137 31
3657 No Male -0.688 21.082 Public 1137 31
3657 No Male -1.358 8.043 Public 1137 31
3657 No Female -1.068 8.152 Public 1137 31
3657 No Female -0.858 6.504 Public 1137 31
3657 No Female -1.948 -1.073 Public 1137 31
3657 Yes Male -0.828 2.984 Public 1137 31
3657 No Male -0.128 13.382 Public 1137 31
3657 No Male -0.718 2.671 Public 1137 31
3657 No Male 1.512 18.61 Public 1137 31
3657 No Female -1.358 5.528 Public 1137 31
3657 No Male -1.978 12.486 Public 1137 31
3657 No Female -0.928 1.471 Public 1137 31
3657 No Male -0.248 -1.712 Public 1137 31
3657 No Female -0.918 2.993 Public 1137 31
3657 No Male 0.452 23.205 Public 1137 31
3657 No Male -1.598 23.053 Public 1137 31
3657 No Female -1.358 3.583 Public 1137 31
3657 No Female -0.128 6.506 Public 1137 31
3657 No Female -1.148 24.993 Public 1137 31
3657 No Female 0.212 23.413 Public 1137 31
3657 No Male 0.172 8.141 Public 1137 31
3657 No Female -1.038 4.858 Public 1137 31
3657 No Male -1.488 1.912 Public 1137 31
3657 No Female -1.838 2.957 Public 1137 31
3657 No Male -1.338 16.732 Public 1137 31
3657 No Female -0.678 0.008 Public 1137 31
3657 No Female 0.172 3.973 Public 1137 31
3657 No Female -1.058 11.771 Public 1137 31
3657 No Male -0.628 17.662 Public 1137 31
3657 No Male -0.768 8.464 Public 1137 31
3657 No Female -0.458 6.69 Public 1137 31
3657 No Male -0.938 15.549 Public 1137 31
3657 No Female -1.068 -1.045 Public 1137 31
3657 No Female -0.898 1.125 Public 1137 31
3657 No Female -2.008 5.891 Public 1137 31
3657 No Male -0.448 12.864 Public 1137 31
3688 No Female 0.132 11.233 Catholic 375 91
3688 Yes Female 1.262 1.076 Catholic 375 91
3688 No Female 0.542 21.734 Catholic 375 91
3688 No Female -0.028 1.776 Catholic 375 91
3688 No Female 0.182 7.838 Catholic 375 91
3688 No Female 0.722 21.161 Catholic 375 91
3688 No Female 0.762 23.363 Catholic 375 91
3688 No Female -0.008 21.023 Catholic 375 91
3688 No Female 1.332 24.138 Catholic 375 91
3688 No Female 0.062 19.719 Catholic 375 91
3688 No Female 0.482 7.043 Catholic 375 91
3688 No Female 0.732 22.022 Catholic 375 91
3688 No Female 0.392 18.839 Catholic 375 91
3688 No Female 0.442 17.999 Catholic 375 91
3688 No Female 0.102 20.358 Catholic 375 91
3688 No Female -0.458 20.449 Catholic 375 91
3688 No Female 0.362 5.425 Catholic 375 91
3688 No Female 0.722 18.309 Catholic 375 91
3688 No Female 0.132 8.156 Catholic 375 91
3688 No Female 0.512 22.031 Catholic 375 91
3688 No Female 0.902 14.129 Catholic 375 91
3688 No Female -0.138 7.762 Catholic 375 91
3688 No Female 0.932 15.969 Catholic 375 91
3688 No Female 1.432 18.614 Catholic 375 91
3688 No Female -0.078 6.928 Catholic 375 91
3688 No Female -0.058 21.935 Catholic 375 91
3688 No Female 0.222 17.308 Catholic 375 91
3688 No Female -0.358 21.444 Catholic 375 91
3688 No Female 0.752 19.62 Catholic 375 91
3688 No Female 1.072 19.566 Catholic 375 91
3688 No Female 1.262 20.677 Catholic 375 91
3688 No Female 0.152 1.84 Catholic 375 91
3688 No Female 0.952 11.178 Catholic 375 91
3688 No Female -0.048 3.078 Catholic 375 91
3688 No Female -1.408 19.906 Catholic 375 91
3688 No Female 0.382 15.102 Catholic 375 91
3688 No Female 0.852 10.226 Catholic 375 91
3688 No Female 0.542 14.372 Catholic 375 91
3688 No Female 0.532 11.252 Catholic 375 91
3688 No Female 0.502 13.589 Catholic 375 91
3688 No Female 0.502 14.073 Catholic 375 91
3688 No Female 0.422 11.021 Catholic 375 91
3688 No Female -0.288 6.938 Catholic 375 91
3705 No Male 1.292 18.032 Catholic 670 71
3705 Yes Male 0.062 3.78 Catholic 670 71
3705 No Male 0.072 0.583 Catholic 670 71
3705 No Male 0.432 4.215 Catholic 670 71
3705 No Male 0.612 10.16 Catholic 670 71
3705 No Male -0.458 23.152 Catholic 670 71
3705 No Female 0.802 16.286 Catholic 670 71
3705 Yes Male -0.328 8.147 Catholic 670 71
3705 Yes Female -0.078 4.285 Catholic 670 71
3705 Yes Female -0.288 4.72 Catholic 670 71
3705 No Female 1.292 12.963 Catholic 670 71
3705 No Male 0.302 13.207 Catholic 670 71
3705 No Female 1.512 8.845 Catholic 670 71
3705 No Male 0.412 13.695 Catholic 670 71
3705 No Female 0.112 10.921 Catholic 670 71
3705 Yes Male 0.212 15.469 Catholic 670 71
3705 Yes Male 0.542 15.554 Catholic 670 71
3705 Yes Female -1.048 9.283 Catholic 670 71
3705 No Male 0.052 10.957 Catholic 670 71
3705 Yes Female -0.748 11.411 Catholic 670 71
3705 No Female 0.592 16.918 Catholic 670 71
3705 Yes Female 0.842 1.133 Catholic 670 71
3705 Yes Female 0.072 12.889 Catholic 670 71
3705 Yes Male 1.012 8.741 Catholic 670 71
3705 Yes Female -1.478 0.525 Catholic 670 71
3705 No Female 0.752 4.054 Catholic 670 71
3705 Yes Female -1.138 10.712 Catholic 670 71
3705 No Female -0.178 16.977 Catholic 670 71
3705 Yes Female 1.182 -1.254 Catholic 670 71
3705 Yes Male 0.382 12.542 Catholic 670 71
3705 Yes Male -0.278 11.598 Catholic 670 71
3705 No Male 0.712 6.196 Catholic 670 71
3705 Yes Male 1.012 13.162 Catholic 670 71
3705 Yes Female -1.188 9.542 Catholic 670 71
3705 No Male 0.372 12.647 Catholic 670 71
3705 No Female 0.182 17.57 Catholic 670 71
3705 No Male 0.122 -2.832 Catholic 670 71
3705 No Female 1.452 17.517 Catholic 670 71
3705 Yes Female -0.138 4.522 Catholic 670 71
3705 Yes Female -0.098 17.241 Catholic 670 71
3705 No Female 0.192 -0.128 Catholic 670 71
3705 No Female 0.622 20.067 Catholic 670 71
3705 Yes Male 0.372 17.701 Catholic 670 71
3705 Yes Male 0.192 12.223 Catholic 670 71
3705 Yes Male 0.232 8.998 Catholic 670 71
3716 No Male -0.018 23.14 Public 2357 50
3716 Yes Male -0.678 -2.832 Public 2357 50
3716 Yes Female -1.578 6.189 Public 2357 50
3716 No Female 0.502 15.271 Public 2357 50
3716 No Male 0.042 8.067 Public 2357 50
3716 No Male 0.212 13.131 Public 2357 50
3716 No Female -0.358 5.206 Public 2357 50
3716 Yes Female -1.498 -1.922 Public 2357 50
3716 No Female -0.508 20.271 Public 2357 50
3716 Yes Male -2.128 -0.568 Public 2357 50
3716 No Male 0.282 23.855 Public 2357 50
3716 Yes Male 0.202 19.359 Public 2357 50
3716 No Female -0.188 8.052 Public 2357 50
3716 No Female 0.482 23.912 Public 2357 50
3716 Yes Male -0.918 9.431 Public 2357 50
3716 No Male -0.568 14.477 Public 2357 50
3716 Yes Female -1.498 5.902 Public 2357 50
3716 Yes Male 0.832 17.321 Public 2357 50
3716 Yes Female -1.048 -2.559 Public 2357 50
3716 No Male 0.462 19.716 Public 2357 50
3716 No Male 0.212 11.522 Public 2357 50
3716 No Male 1.062 21.964 Public 2357 50
3716 Yes Female -1.068 10.911 Public 2357 50
3716 Yes Female -1.128 1.242 Public 2357 50
3716 Yes Female -0.808 8.494 Public 2357 50
3716 Yes Female -1.208 3.115 Public 2357 50
3716 Yes Female -0.338 0.066 Public 2357 50
3716 Yes Female -1.218 4.418 Public 2357 50
3716 No Male 0.002 18.031 Public 2357 50
3716 Yes Male -1.308 13.74 Public 2357 50
3716 No Male -0.318 4.521 Public 2357 50
3716 No Female -0.418 20.579 Public 2357 50
3716 Yes Female -1.208 8.494 Public 2357 50
3716 Yes Male -1.058 1.248 Public 2357 50
3716 Yes Female 0.942 1.316 Public 2357 50
3716 No Male 0.482 16.706 Public 2357 50
3716 No Female 1.262 21.512 Public 2357 50
3716 Yes Female -0.508 3.441 Public 2357 50
3716 Yes Male -1.158 22.894 Public 2357 50
3716 Yes Female -0.538 -0.167 Public 2357 50
3716 Yes Female -0.958 5.649 Public 2357 50
3838 No Male -0.898 8.291 Catholic 1635 85
3838 Yes Male 0.432 22.805 Catholic 1635 85
3838 Yes Male 0.792 10.294 Catholic 1635 85
3838 Yes Female -0.178 8.57 Catholic 1635 85
3838 No Male 1.182 9.137 Catholic 1635 85
3838 No Female 0.642 10.041 Catholic 1635 85
3838 No Male 0.592 24.133 Catholic 1635 85
3838 Yes Male -0.528 16.83 Catholic 1635 85
3838 No Male 0.982 21.067 Catholic 1635 85
3838 Yes Female 0.392 10.882 Catholic 1635 85
3838 No Female -0.318 9.545 Catholic 1635 85
3838 No Female 1.072 16.25 Catholic 1635 85
3838 Yes Male -0.178 17.068 Catholic 1635 85
3838 Yes Male 0.052 11.128 Catholic 1635 85
3838 Yes Male 0.502 9.478 Catholic 1635 85
3838 Yes Male -1.218 12.112 Catholic 1635 85
3838 No Female 1.132 17.645 Catholic 1635 85
3838 Yes Female -0.848 9.79 Catholic 1635 85
3838 Yes Male 0.772 13.003 Catholic 1635 85
3838 Yes Female -0.068 8.949 Catholic 1635 85
3838 Yes Female -1.448 16.003 Catholic 1635 85
3838 No Male 0.232 23.371 Catholic 1635 85
3838 Yes Male -0.768 16.158 Catholic 1635 85
3838 Yes Male 0.202 21.923 Catholic 1635 85
3838 Yes Female 0.162 20.116 Catholic 1635 85
3838 No Male 1.022 23.443 Catholic 1635 85
3838 No Female 0.952 17.732 Catholic 1635 85
3838 Yes Male 0.422 10.112 Catholic 1635 85
3838 No Female 0.812 20.322 Catholic 1635 85
3838 No Female 0.532 13.402 Catholic 1635 85
3838 Yes Male -1.208 13.697 Catholic 1635 85
3838 No Female 0.342 12.424 Catholic 1635 85
3838 Yes Male 0.312 16.261 Catholic 1635 85
3838 No Female 0.102 20.583 Catholic 1635 85
3838 No Female -0.578 22.365 Catholic 1635 85
3838 No Female 0.142 12.05 Catholic 1635 85
3838 No Male -0.288 18.182 Catholic 1635 85
3838 No Male 0.902 20.305 Catholic 1635 85
3838 Yes Male 0.152 12.176 Catholic 1635 85
3838 No Female -0.388 24.623 Catholic 1635 85
3838 No Male 0.452 11.715 Catholic 1635 85
3838 No Female 0.212 12.005 Catholic 1635 85
3838 No Female 0.682 15.513 Catholic 1635 85
3838 No Male -0.118 21.2 Catholic 1635 85
3838 No Female -0.728 23.053 Catholic 1635 85
3838 No Male -0.548 22.284 Catholic 1635 85
3838 No Female -0.108 19.685 Catholic 1635 85
3838 No Male 0.812 18.325 Catholic 1635 85
3838 Yes Male -0.958 14.045 Catholic 1635 85
3838 No Male 0.612 22.735 Catholic 1635 85
3838 No Female 0.942 8.675 Catholic 1635 85
3838 Yes Female -0.538 14.401 Catholic 1635 85
3838 No Male 0.662 18.628 Catholic 1635 85
3838 No Female 0.552 22.862 Catholic 1635 85
3881 No Female 0.042 0.785 Public 1881 33
3881 No Female 0.712 7.293 Public 1881 33
3881 Yes Female 0.112 2.543 Public 1881 33
3881 No Female -0.008 16.815 Public 1881 33
3881 No Male -0.068 13.392 Public 1881 33
3881 No Female 0.762 15.85 Public 1881 33
3881 No Female 0.162 10.853 Public 1881 33
3881 No Female -0.138 5.29 Public 1881 33
3881 No Male -0.348 4.723 Public 1881 33
3881 No Male -0.048 5.816 Public 1881 33
3881 No Male -0.408 4.765 Public 1881 33
3881 No Female -0.468 15.77 Public 1881 33
3881 No Male -0.358 22.835 Public 1881 33
3881 No Female -0.208 2.875 Public 1881 33
3881 No Male 0.192 11.29 Public 1881 33
3881 No Female 0.382 3.631 Public 1881 33
3881 No Male -0.288 6.215 Public 1881 33
3881 No Male -0.918 18.368 Public 1881 33
3881 Yes Male -0.278 14.728 Public 1881 33
3881 No Female -0.238 23.736 Public 1881 33
3881 No Male -0.118 14.77 Public 1881 33
3881 No Male 0.772 18.472 Public 1881 33
3881 No Male 0.392 19.277 Public 1881 33
3881 No Female 1.172 12.535 Public 1881 33
3881 No Male 0.552 5.924 Public 1881 33
3881 No Female -0.628 8.141 Public 1881 33
3881 No Male 0.512 19.74 Public 1881 33
3881 No Male 0.972 22.056 Public 1881 33
3881 No Male 0.642 9.178 Public 1881 33
3881 No Male 0.792 21.434 Public 1881 33
3881 Yes Female -0.118 13.282 Public 1881 33
3881 No Male -0.678 7.557 Public 1881 33
3881 No Female 0.542 6.373 Public 1881 33
3881 No Female 0.992 13.388 Public 1881 33
3881 No Male -0.298 19.845 Public 1881 33
3881 No Male 0.302 8.64 Public 1881 33
3881 No Male 0.572 6.098 Public 1881 33
3881 No Female 1.152 24.079 Public 1881 33
3881 No Female -0.058 14.7 Public 1881 33
3881 Yes Male -0.358 5.112 Public 1881 33
3881 No Male -0.468 11.744 Public 1881 33
3967 No Female -0.498 14.543 Public 1061 46
3967 No Female -0.798 13.424 Public 1061 46
3967 No Male -0.548 9.408 Public 1061 46
3967 No Male -0.368 0.492 Public 1061 46
3967 No Female -0.948 9.09 Public 1061 46
3967 No Female -0.538 14.43 Public 1061 46
3967 No Male -0.988 9.086 Public 1061 46
3967 No Female -0.388 11.489 Public 1061 46
3967 No Female -0.858 10.613 Public 1061 46
3967 No Male -0.678 9.66 Public 1061 46
3967 No Female -0.208 14.805 Public 1061 46
3967 No Female 1.082 23.664 Public 1061 46
3967 No Female -0.808 10.786 Public 1061 46
3967 No Male 0.502 22.677 Public 1061 46
3967 No Male -0.628 15.041 Public 1061 46
3967 No Female 0.552 15.241 Public 1061 46
3967 No Female 0.782 12.924 Public 1061 46
3967 No Female -0.248 17.995 Public 1061 46
3967 No Male 0.592 1.918 Public 1061 46
3967 No Male 0.232 23.696 Public 1061 46
3967 No Male -0.368 21.386 Public 1061 46
3967 No Female -1.328 -0.052 Public 1061 46
3967 No Male -0.198 11.376 Public 1061 46
3967 No Male -0.968 7.944 Public 1061 46
3967 No Male 0.272 9.008 Public 1061 46
3967 No Male 0.102 3.693 Public 1061 46
3967 No Male -0.708 15.008 Public 1061 46
3967 No Female -1.048 8.199 Public 1061 46
3967 No Male -0.778 0.023 Public 1061 46
3967 No Male 0.452 17.075 Public 1061 46
3967 No Male -0.288 11.198 Public 1061 46
3967 No Female -0.038 19.423 Public 1061 46
3967 No Female -0.278 2.913 Public 1061 46
3967 No Male -0.208 3.197 Public 1061 46
3967 No Male 1.132 7.264 Public 1061 46
3967 No Female -0.158 16.354 Public 1061 46
3967 No Male 0.322 19.654 Public 1061 46
3967 No Male -0.278 20.518 Public 1061 46
3967 No Male 0.752 10.313 Public 1061 46
3967 No Male -0.208 2.558 Public 1061 46
3967 No Male -0.538 19.956 Public 1061 46
3967 No Female -1.128 19.138 Public 1061 46
3967 No Male -0.828 5.924 Public 1061 46
3967 No Male -0.688 3.036 Public 1061 46
3967 No Male -0.438 13.352 Public 1061 46
3967 No Male -0.288 19.056 Public 1061 46
3967 No Female -0.358 -1.476 Public 1061 46
3967 No Male 1.032 15.802 Public 1061 46
3967 No Female -0.498 5.253 Public 1061 46
3967 No Male 1.282 19.612 Public 1061 46
3967 No Male -0.168 20.99 Public 1061 46
3967 No Female -0.508 17.147 Public 1061 46
3992 No Male 0.002 23.339 Catholic 1114 73
3992 Yes Male 0.082 3.158 Catholic 1114 73
3992 No Female 0.502 13.568 Catholic 1114 73
3992 Yes Female -0.298 8.769 Catholic 1114 73
3992 No Male 0.392 5.092 Catholic 1114 73
3992 No Male -0.488 12.847 Catholic 1114 73
3992 No Female 0.292 17.031 Catholic 1114 73
3992 Yes Female 0.912 4.875 Catholic 1114 73
3992 No Male 0.702 15.753 Catholic 1114 73
3992 No Male -0.988 8.693 Catholic 1114 73
3992 Yes Female -1.398 21.469 Catholic 1114 73
3992 Yes Male -0.488 22.804 Catholic 1114 73
3992 Yes Male -0.188 16.301 Catholic 1114 73
3992 No Female 1.452 22.708 Catholic 1114 73
3992 Yes Female 0.072 9.989 Catholic 1114 73
3992 No Male 0.832 16.865 Catholic 1114 73
3992 No Male 0.592 12.145 Catholic 1114 73
3992 Yes Male -0.088 13.835 Catholic 1114 73
3992 Yes Male 0.112 21.684 Catholic 1114 73
3992 Yes Male 0.192 14.913 Catholic 1114 73
3992 Yes Female 1.062 9.533 Catholic 1114 73
3992 No Male 0.402 21.605 Catholic 1114 73
3992 Yes Male 0.752 17.043 Catholic 1114 73
3992 Yes Female 0.732 19.989 Catholic 1114 73
3992 Yes Male 0.152 10.863 Catholic 1114 73
3992 Yes Male -0.118 9.947 Catholic 1114 73
3992 Yes Male 0.132 13.715 Catholic 1114 73
3992 No Female 1.272 18.596 Catholic 1114 73
3992 No Female -0.048 19.798 Catholic 1114 73
3992 No Male 1.102 22.906 Catholic 1114 73
3992 No Female 0.462 24.479 Catholic 1114 73
3992 No Male 0.022 -0.425 Catholic 1114 73
3992 Yes Male 0.912 8.531 Catholic 1114 73
3992 No Female 1.422 13.492 Catholic 1114 73
3992 Yes Male 0.812 15.828 Catholic 1114 73
3992 No Female -0.178 14.083 Catholic 1114 73
3992 No Male 0.532 14.265 Catholic 1114 73
3992 No Female 1.122 16.165 Catholic 1114 73
3992 No Male 0.832 4.842 Catholic 1114 73
3992 Yes Male 0.932 16.585 Catholic 1114 73
3992 No Male -0.648 15.206 Catholic 1114 73
3992 No Male 0.292 15.102 Catholic 1114 73
3992 No Female 1.312 13.056 Catholic 1114 73
3992 No Male 0.172 17.33 Catholic 1114 73
3992 No Female 0.842 22.443 Catholic 1114 73
3992 No Male 0.702 16.921 Catholic 1114 73
3992 No Female 0.682 16.498 Catholic 1114 73
3992 No Female 0.452 16.331 Catholic 1114 73
3992 Yes Female -0.108 16.344 Catholic 1114 73
3992 Yes Male 0.052 11.747 Catholic 1114 73
3992 No Female 0.252 18.595 Catholic 1114 73
3992 Yes Male 1.082 10.205 Catholic 1114 73
3992 Yes Male -0.228 8.74 Catholic 1114 73
3999 Yes Female -0.688 19.007 Public 1910 41
3999 Yes Female -1.768 2.649 Public 1910 41
3999 Yes Male -1.068 -1.231 Public 1910 41
3999 Yes Male -1.708 12.769 Public 1910 41
3999 Yes Female -0.538 3.356 Public 1910 41
3999 Yes Female 0.502 18.256 Public 1910 41
3999 Yes Male 0.382 11.662 Public 1910 41
3999 Yes Male -0.408 22.519 Public 1910 41
3999 Yes Male -1.048 20.148 Public 1910 41
3999 No Female -0.408 8.878 Public 1910 41
3999 Yes Female -0.428 14.613 Public 1910 41
3999 Yes Male -1.218 2.91 Public 1910 41
3999 No Female 0.172 14.054 Public 1910 41
3999 Yes Female -0.528 7.24 Public 1910 41
3999 Yes Male 0.142 -1.775 Public 1910 41
3999 Yes Female 1.292 7.32 Public 1910 41
3999 No Male 1.222 18.057 Public 1910 41
3999 No Female 0.322 19.493 Public 1910 41
3999 No Female 0.102 4.178 Public 1910 41
3999 Yes Female 0.982 4.722 Public 1910 41
3999 Yes Female -0.248 -0.562 Public 1910 41
3999 Yes Male -1.368 1.12 Public 1910 41
3999 Yes Female 0.622 16.955 Public 1910 41
3999 Yes Female -1.308 12.144 Public 1910 41
3999 Yes Female 0.982 10.325 Public 1910 41
3999 No Male 0.432 12.909 Public 1910 41
3999 Yes Female 0.062 14.807 Public 1910 41
3999 Yes Female -0.708 8.462 Public 1910 41
3999 Yes Male -0.138 5.545 Public 1910 41
3999 Yes Female -0.258 10.869 Public 1910 41
3999 No Male 0.702 5.376 Public 1910 41
3999 Yes Female -1.088 8.96 Public 1910 41
3999 No Female 1.222 10.092 Public 1910 41
3999 No Male 0.222 23.723 Public 1910 41
3999 No Male -1.208 13.259 Public 1910 41
3999 Yes Male 0.002 6.293 Public 1910 41
3999 Yes Male 0.742 22.461 Public 1910 41
3999 No Male 1.372 24.479 Public 1910 41
3999 No Male -1.618 1.505 Public 1910 41
3999 Yes Female -1.378 4.172 Public 1910 41
3999 Yes Male 0.302 21.445 Public 1910 41
3999 Yes Female -0.228 0.976 Public 1910 41
3999 No Male 1.012 22.723 Public 1910 41
3999 No Female -0.208 -1.646 Public 1910 41
3999 No Male 1.362 20.682 Public 1910 41
3999 No Female 1.222 17.527 Public 1910 41
4042 No Male -0.268 19.706 Catholic 940 83
4042 No Female 0.932 19.666 Catholic 940 83
4042 No Female 0.242 18.506 Catholic 940 83
4042 No Male 0.812 22.732 Catholic 940 83
4042 No Male -0.008 11.429 Catholic 940 83
4042 No Female 0.732 23.172 Catholic 940 83
4042 No Female 1.372 18.269 Catholic 940 83
4042 No Male 0.752 23.057 Catholic 940 83
4042 No Male 0.852 18.577 Catholic 940 83
4042 No Female 0.772 22.923 Catholic 940 83
4042 No Female 1.282 14.311 Catholic 940 83
4042 No Male 0.232 22.963 Catholic 940 83
4042 No Male 1.072 9.212 Catholic 940 83
4042 No Female 0.462 12.055 Catholic 940 83
4042 No Male 1.082 15.297 Catholic 940 83
4042 No Male 1.202 15.205 Catholic 940 83
4042 No Female 0.702 16.001 Catholic 940 83
